MC_id,success,message,final_storage,total_runoff,total_AET,theta_top_final,theta_bottom_final,layer1_thetas,layer1_thetar,layer1_alpha,layer1_N,layer1_Ksat,layer2_thetas,layer2_thetar,layer2_alpha,layer2_N,layer2_Ksat,layer3_thetas,layer3_thetar,layer3_alpha,layer3_N,layer3_Ksat,layer4_thetas,layer4_thetar,layer4_alpha,layer4_N,layer4_Ksat,layer5_thetas,layer5_thetar,layer5_alpha,layer5_N,layer5_Ksat,layer6_thetas,layer6_thetar,layer6_alpha,layer6_N,layer6_Ksat,layer7_thetas,layer7_thetar,layer7_alpha,layer7_N,layer7_Ksat,layer8_thetas,layer8_thetar,layer8_alpha,layer8_N,layer8_Ksat
20,True,The solver successfully reached the end of the integration interval.,850.2199428500402,2896.172684878112,0.694745327653718,0.42127174909916476,0.4262927388148278,0.4214617884448974,0.10333510838996117,0.5325713838090382,1.3786845562227885,0.11823152052241857,0.42762687479120703,0.11884932754327085,0.46785980420864126,1.3344414867836443,0.11833259290608536,0.4282131704034403,0.10888510506451334,0.6853160552910418,1.3987232966621683,0.1180186782033903,0.41103130118441705,0.10070903222291226,0.6907000921369257,1.411051962926924,0.21789534040711234,0.4284727842836395,0.09362942817931115,0.5770101346118861,1.404003924915866,0.13005533724673998,0.4249199261171317,0.10736854669254106,0.7573140908041563,1.3890058743596583,0.05095314408323689,0.42838038650981136,0.09562560552593502,0.7673933139184779,1.3725365313413245,0.023000628887095437,0.4262927388148278,0.09812056457536789,0.5057291766770876,1.3732448738696441,0.013950258242396091
21,True,The solver successfully reached the end of the integration interval.,848.632315122838,3004.9397316602485,0.600340609759594,0.4234339004508778,0.42164076453213406,0.4235973340704561,0.11997079923021639,0.6198706792914582,1.381686917768634,0.11797834511526496,0.433378398934768,0.1281364454917915,0.7787390547945575,1.3643247183846006,0.11788130825455553,0.4070691944386226,0.10625256851358535,0.6646933418712992,1.3368889776400514,0.11819743087917688,0.42540710417892413,0.10675827960866634,0.6987518532576853,1.3617299585470903,0.21937793865785388,0.43068537503073184,0.10874852318354913,0.7630482219938912,1.3820228636067866,0.13024467428567077,0.41589797977457654,0.10296244511503255,0.6304229344501426,1.4504492276743144,0.05131852977443329,0.43533562214879756,0.09694545916056364,0.5708583530930831,1.3789239006379566,0.023042024603959925,0.42164076453213406,0.10325893501802094,0.67173917007257,1.3907938003172808,0.013973309387274748
22,True,The solver successfully reached the end of the integration interval.,838.4744100228917,2957.418389572439,0.6345389337691667,0.4299490699126943,0.42293894746058486,0.430117426723546,0.12267452858567651,0.6124153075250357,1.39192368541384,0.11794485440300098,0.4297353287828293,0.10792017703467867,0.6043224425949447,1.33338414418233,0.11853276492096035,0.4356624751372195,0.10714306906440049,0.5989696148076629,1.3844956773823491,0.11861257252810922,0.4338054767219794,0.09905660477261526,0.6261515512661455,1.3291279611830287,0.21818552544016645,0.42530522869975484,0.10621708602911757,0.6105111514528466,1.3567587529768204,0.12972873126687345,0.3987334172976535,0.09908622018821098,0.8000586341469819,1.4272785359809905,0.05084843626303143,0.4078126916904651,0.1210074469940742,0.35082800433811845,1.3989427800718808,0.022918564990081554,0.42293894746058486,0.11516955594338403,0.6064852561513169,1.4663476941818585,0.014032523288863986
23,True,The solver successfully reached the end of the integration interval.,842.5275239580451,2945.597309711694,0.6736466472410254,0.4273174178651925,0.4175335873563355,0.4274981706437359,0.11091992780748133,0.5590760531172794,1.357204302489721,0.11811774901455697,0.4232938366201394,0.10700811579451353,0.5995895105546643,1.3469185735014069,0.11800406097071278,0.41614450235520245,0.09245695578308154,0.603219774656551,1.3950611261106645,0.11775728560287338,0.4348657946456556,0.09908058990865973,0.6302528794258205,1.360532761306086,0.21932043666072062,0.42244056133775193,0.10532152259010644,0.4253086350709477,1.3438430853030425,0.1299524847524173,0.40607644805075876,0.09736754067311834,0.6952449333594029,1.3700457334723501,0.05088897398329285,0.4355678153466116,0.11803052294879572,0.6360710482331402,1.3938796435193666,0.023005729682689595,0.4175335873563355,0.1038405881818056,0.46353618207274844,1.4756002577107932,0.013998407831812078
24,True,The solver successfully reached the end of the integration interval.,846.1273214548079,2822.2149479016093,0.7669568858821371,0.4265079706988561,0.42383126667928284,0.4267050188558198,0.11008794722159286,0.48860037887569596,1.359910320469381,0.11787462140847889,0.4197618227813482,0.10965552659978943,0.9124151541109873,1.349037181252148,0.11835189602253847,0.43726580208635807,0.11166369335017694,1.0598393360382694,1.3683109548475383,0.11771731450261003,0.41329739661501663,0.10198177917225368,0.5329428515206647,1.3302945559869317,0.21920321316790697,0.43013256087377305,0.09944001976497419,0.571771052532231,1.294553062627535,0.13008361743196872,0.4178071266056008,0.09548661937799671,0.6513934378492897,1.3347541158584806,0.05102030570595325,0.4259251732785367,0.1036992390154899,0.6424798390252298,1.3992947571746435,0.022955839811744712,0.42383126667928284,0.09985248747242784,0.7174017061606295,1.3986632230024514,0.014002133780355754
25,True,The solver successfully reached the end of the integration interval.,841.1077168006318,3018.844136153263,0.5646882080110784,0.43051577511514183,0.41553273228764437,0.43060131644969984,0.12176106701074338,0.9775255371932849,1.3241571987243774,0.11803127136171213,0.4407687945375864,0.12377593229788453,0.698389447450183,1.3688223478342574,0.11773123633240991,0.41440401580120434,0.09677945985067357,0.6476612862322236,1.4321548597894291,0.11778885573111349,0.42351677153327677,0.10882009671140079,0.6936258303277872,1.3902521172357403,0.21888388224704272,0.42338192083893805,0.11263686772169552,0.6995889723931665,1.377217466124695,0.13049754350200532,0.42327256965743953,0.09926619853823763,0.7906241894576267,1.4181445261896963,0.05093680650719518,0.41637572752561397,0.1067789240705202,0.5889895299338995,1.411714149644457,0.02295866626134846,0.41553273228764437,0.11291464240593574,0.4960155944730874,1.5082598720086762,0.013965656872821147
26,True,The solver successfully reached the end of the integration interval.,838.3677872453462,2867.779265408238,0.7321730985147269,0.4166789505721147,0.4155681090893135,0.4168323169390162,0.11369604995165575,0.6371551854560241,1.3307238366779197,0.11800745930448361,0.44740154671906596,0.1135147646172339,0.695903416139814,1.3480629067504741,0.1180911808391885,0.4176763830646071,0.1122196442085941,0.6295311355949702,1.4172980285075725,0.11849849070729643,0.41814454999735023,0.11598424778438672,0.5996224419558888,1.411434230075821,0.21851356496566068,0.4307238993816113,0.11230365673182613,0.657934389923576,1.4447896648696263,0.13006836651519152,0.41119810669095685,0.10235202156581151,0.6280981346333565,1.435260205550683,0.05093247522293273,0.42200232026869633,0.12134305378920113,0.4787852292129697,1.3480616669589642,0.022938371455338676,0.4155681090893135,0.10053097215244046,0.6097811791751965,1.3579109309693786,0.013990352423713574
27,True,The solver successfully reached the end of the integration interval.,840.2732713749983,2926.6150243490874,0.670944213942225,0.41957635361073997,0.4190332182852689,0.41974452407227303,0.11558031412308435,0.588382015695787,1.3640912457476442,0.1178311574711654,0.4231230549646703,0.09993343331068139,0.4857334716918059,1.3771770057832822,0.11773454235534764,0.4141158356217401,0.10416076356706679,0.797438118615075,1.4739312477862638,0.11857212083914055,0.40378021823753696,0.10712310327161637,0.7126621113885431,1.389196798281442,0.2196607793728444,0.4237258878872477,0.10480855014987703,0.7170737956891505,1.41491241335224,0.1299506238280032,0.42073951474416654,0.09759335417603338,0.6956756995639894,1.3340353962883376,0.051047181591793465,0.42932704373264796,0.10035076167002391,0.6311894307540801,1.3681788893937077,0.02296230255936091,0.4190332182852689,0.10339713152903876,0.5857640826581295,1.39046622069843,0.014023431292501833
28,True,The solver successfully reached the end of the integration interval.,842.9020092249308,2970.0299806701464,0.6217109510770685,0.42371375722246724,0.426632496565322,0.4238817100293796,0.10385342363712598,0.6249952328422061,1.3574405116219908,0.11797483651531528,0.429534415248685,0.10884400251404945,0.6365878867843814,1.338987763651142,0.11861460977517821,0.4354554806479809,0.08364633837089865,0.6759497833270229,1.3734689562444857,0.11801572931657793,0.4053211748764779,0.11151522623865642,0.5373204295831452,1.3589920173175523,0.2203806108241931,0.4290128643011027,0.1038720736773718,0.7217457395017588,1.3725251569589891,0.13036116082651059,0.4129210941790839,0.10026912938538779,0.8137837447007334,1.3799698553484794,0.05108033953801147,0.4150135511094063,0.10272977259198351,0.6997324284492836,1.3597935879630225,0.023062551559966428,0.426632496565322,0.10561657383448499,0.5647547579310555,1.3627379662430548,0.014097796513400767
29,True,The solver successfully reached the end of the integration interval.,851.0704372527346,2941.1228438214885,0.6543400188483686,0.422031877337442,0.42939342010539727,0.42217885904906294,0.10219859056190594,0.7204769461978607,1.3566895712344187,0.11809513649248979,0.4249926602696987,0.11223946648709009,0.6901899143536558,1.3646488761092894,0.1178894165633174,0.4272891605971984,0.10168957275771362,0.6547037208724695,1.3390380683902046,0.11825442489868436,0.4278788278251171,0.10350698009888167,0.5848953393245848,1.4413809427146407,0.21888845493169623,0.4177179765734186,0.1127907924537239,0.5949503797961694,1.3492287142192214,0.13038074199163577,0.41878830655015903,0.09449300826008411,0.6961571869977631,1.37534265226976,0.050920037057398275,0.42595097914061747,0.10800387344856803,0.6470630469698216,1.4552135457752893,0.02289380184346638,0.42939342010539727,0.10378902449635373,0.5120891669678617,1.389794055011818,0.014031308288795548
